0.002808	-0.188543	0.945890	
0.002930	-0.188604	0.946562	
0.002930	-0.188604	0.946562	
0.002930	-0.188604	0.946562	
0.003723	-0.188421	0.948759	
0.003723	-0.188421	0.948759	
0.003723	-0.188421	0.948759	
0.003479	-0.188299	0.948149	
0.003479	-0.188299	0.948149	
0.002380	-0.188360	0.947966	
0.002380	-0.188360	0.947966	
0.002380	-0.188360	0.947966	
0.003662	-0.188604	0.947660	
0.003662	-0.188604	0.947660	
0.003662	-0.188604	0.947660	
0.003662	-0.188910	0.946379	
0.003662	-0.188910	0.946379	
0.003662	-0.188910	0.946379	
0.003052	-0.189398	0.945890	
0.003052	-0.189398	0.945890	
0.003357	-0.188848	0.945890	
0.003357	-0.188848	0.945890	
0.003357	-0.188848	0.945890	
0.003601	-0.188604	0.945524	
0.003601	-0.188604	0.945524	
0.003601	-0.188604	0.945524	
0.003052	-0.188665	0.946623	
0.003052	-0.188665	0.946623	
0.003052	-0.188665	0.946623	
0.002869	-0.187933	0.946440	
0.002869	-0.187933	0.946440	
0.002869	-0.187933	0.946440	
0.003357	-0.188543	0.947355	
0.003357	-0.188543	0.947355	
0.003113	-0.188360	0.945951	
0.003113	-0.188360	0.945951	
0.003113	-0.188360	0.945951	
0.003601	-0.188360	0.946562	
0.003601	-0.188360	0.946562	
0.003601	-0.188360	0.946562	
0.004028	-0.187994	0.947050	
0.004028	-0.187994	0.947050	
0.004028	-0.187994	0.947050	
0.002808	-0.187506	0.947966	
0.002808	-0.187506	0.947966	
0.002808	-0.187506	0.947966	
0.003052	-0.188421	0.948515	
0.003052	-0.188421	0.948515	
0.002686	-0.188360	0.948942	
0.002686	-0.188360	0.948942	
0.002686	-0.188360	0.948942	
0.003174	-0.188726	0.947721	
0.003174	-0.188726	0.947721	
0.003174	-0.188726	0.947721	
0.002808	-0.189764	0.947844	
0.002808	-0.189764	0.947844	
0.002808	-0.189764	0.947844	
0.003418	-0.189337	0.947966	
0.003418	-0.189337	0.947966	
0.002258	-0.188055	0.945585	
0.002258	-0.188055	0.945585	
0.002258	-0.188055	0.945585	
0.001770	-0.188910	0.947355	
0.001770	-0.188910	0.947355	
0.001770	-0.188910	0.947355	
0.002197	-0.188116	0.946440	
0.002197	-0.188116	0.946440	
0.002197	-0.188116	0.946440	
0.002686	-0.188177	0.946867	
0.002686	-0.188177	0.946867	
0.002686	-0.187689	0.946257	
0.002686	-0.187689	0.946257	
0.002686	-0.187689	0.946257	
0.002380	-0.187994	0.946867	
0.002380	-0.187994	0.946867	
0.002380	-0.187994	0.946867	
0.002319	-0.188238	0.946928	
0.002319	-0.188238	0.946928	
0.002319	-0.188238	0.946928	
0.002686	-0.188604	0.947844	
0.002686	-0.188604	0.947844	
0.002686	-0.188604	0.947844	
0.002869	-0.188116	0.947111	
0.002869	-0.188116	0.947111	
0.002625	-0.187628	0.947111	
0.002625	-0.187628	0.947111	
0.002625	-0.187628	0.947111	
0.002319	-0.187689	0.945524	
0.002319	-0.187689	0.945524	
0.002319	-0.187689	0.945524	
0.001770	-0.187078	0.946562	
0.001770	-0.187078	0.946562	
0.001770	-0.187078	0.946562	
0.001953	-0.188055	0.946928	
0.001953	-0.188055	0.946928	
0.001953	-0.188055	0.946928	
0.001953	-0.188055	0.946928	
0.001953	-0.188055	0.946928	
0.003174	-0.189154	0.945585	
0.003174	-0.189154	0.945585	
0.003174	-0.189154	0.945585	
0.003784	-0.187750	0.945097	
0.003784	-0.187750	0.945097	
0.003784	-0.187750	0.945097	
0.004273	-0.187689	0.945036	
0.004273	-0.187689	0.945036	
0.003052	-0.187323	0.947294	
0.003052	-0.187323	0.947294	
0.003052	-0.187323	0.947294	
0.015564	-0.188360	0.946501	
0.015564	-0.188360	0.946501	
0.015564	-0.188360	0.946501	
0.003479	-0.188726	0.946745	
0.003479	-0.188726	0.946745	
0.004089	-0.189154	0.947172	
0.004089	-0.189154	0.947172	
0.004089	-0.189154	0.947172	
0.003479	-0.188910	0.945402	
0.003479	-0.188910	0.945402	
0.003479	-0.188910	0.945402	
0.002625	-0.188543	0.944548	
0.002625	-0.188543	0.944548	
0.002625	-0.188543	0.944548	
0.001892	-0.189093	0.944975	
0.001892	-0.189093	0.944975	
0.001892	-0.189093	0.944975	
0.001892	-0.189093	0.944975	
0.001892	-0.189093	0.944975	
0.002258	-0.187994	0.946073	
0.002258	-0.187994	0.946073	
0.002258	-0.187994	0.946073	
0.002747	-0.187872	0.947111	
0.002747	-0.187872	0.947111	
0.002747	-0.187872	0.947111	
0.004028	-0.187628	0.947416	
0.004028	-0.187628	0.947416	
0.004028	-0.187628	0.947416	
0.002319	-0.187323	0.946684	
0.002319	-0.187323	0.946684	
0.002625	-0.187384	0.946623	
0.002625	-0.187384	0.946623	
0.002625	-0.187384	0.946623	
0.002747	-0.187323	0.947233	
0.002747	-0.187323	0.947233	
0.002747	-0.187323	0.947233	
0.003174	-0.188177	0.945524	
0.003174	-0.188177	0.945524	
0.003174	-0.188177	0.945524	
0.003540	-0.188726	0.947111	
0.003540	-0.188726	0.947111	
0.003540	-0.188726	0.947111	
0.002930	-0.188299	0.946318	
0.002930	-0.188299	0.946318	
0.002258	-0.187933	0.946012	
0.002258	-0.187933	0.946012	
0.002258	-0.187933	0.946012	
0.002625	-0.188238	0.947172	
0.002625	-0.188238	0.947172	
0.002625	-0.188238	0.947172	
0.003052	-0.187200	0.947172	
0.003052	-0.187200	0.947172	
0.003052	-0.187200	0.947172	
0.002686	-0.188055	0.947233	
0.002686	-0.188055	0.947233	
0.002686	-0.188055	0.947233	
0.002686	-0.188055	0.947233	
0.002686	-0.188055	0.947233	
0.002991	-0.186834	0.946806	
0.002991	-0.186834	0.946806	
0.002991	-0.186834	0.946806	
0.003174	-0.187200	0.946684	
0.003174	-0.187200	0.946684	
0.003174	-0.187200	0.946684	
0.002930	-0.187750	0.946684	
0.002930	-0.187750	0.946684	
0.002930	-0.187750	0.946684	
0.002136	-0.187139	0.946989	
0.002136	-0.187139	0.946989	
0.003174	-0.188299	0.947355	
0.003174	-0.188299	0.947355	
0.003174	-0.188299	0.947355	
0.002258	-0.188971	0.948393	
0.002258	-0.188971	0.948393	
0.002258	-0.188971	0.948393	
0.002441	-0.188971	0.947721	
0.002441	-0.188971	0.947721	
0.002441	-0.188971	0.947721	
0.015564	-0.189276	0.947294	
0.015564	-0.189276	0.947294	
0.015564	-0.189276	0.947294	
0.002747	-0.188971	0.946684	
0.002747	-0.188971	0.946684	
0.003357	-0.188116	0.946501	
0.003357	-0.188116	0.946501	
0.003357	-0.188116	0.946501	
0.003784	-0.188482	0.946867	
0.003784	-0.188482	0.946867	
0.003784	-0.188482	0.946867	
0.003784	-0.187689	0.946684	
0.003784	-0.187689	0.946684	
0.003784	-0.187689	0.946684	
0.003479	-0.188421	0.946440	
0.003479	-0.188421	0.946440	
0.003479	-0.188421	0.946440	
0.003418	-0.188177	0.946684	
0.003418	-0.188177	0.946684	
0.003479	-0.188421	0.947599	
0.003479	-0.188421	0.947599	
0.003479	-0.188421	0.947599	
0.003662	-0.189398	0.948088	
0.003662	-0.189398	0.948088	
0.003662	-0.189398	0.948088	
0.003113	-0.188543	0.946989	
0.003113	-0.188543	0.946989	
0.003113	-0.188543	0.946989	
0.002930	-0.187750	0.945829	
0.002930	-0.187750	0.945829	
0.002930	-0.187750	0.945829	
0.002808	-0.187445	0.946989	
0.002808	-0.187445	0.946989	
0.003723	-0.187384	0.946196	
0.003723	-0.187384	0.946196	
0.003723	-0.187384	0.946196	
0.002991	-0.187445	0.945951	
0.002991	-0.187445	0.945951	
0.002991	-0.187445	0.945951	
0.002747	-0.187933	0.945036	
0.002747	-0.187933	0.945036	
0.002747	-0.187933	0.945036	
0.002991	-0.187200	0.945585	
0.002991	-0.187200	0.945585	
0.002991	-0.187200	0.945585	
0.003296	-0.187750	0.945280	
0.003296	-0.187750	0.945280	
0.003723	-0.188055	0.945280	
0.003723	-0.188055	0.945280	
0.003723	-0.188055	0.945280	
0.004395	-0.188726	0.945341	
0.004395	-0.188726	0.945341	
0.004395	-0.188726	0.945341	
0.003479	-0.187994	0.947477	
0.003479	-0.187994	0.947477	
0.003479	-0.187994	0.947477	
0.002625	-0.188787	0.947660	
0.002625	-0.188787	0.947660	
0.002625	-0.188787	0.947660	
0.003052	-0.188971	0.947966	
0.003052	-0.188971	0.947966	
0.002991	-0.188055	0.947660	
0.002991	-0.188055	0.947660	
0.002991	-0.188055	0.947660	
0.003540	-0.188482	0.946318	
0.003540	-0.188482	0.946318	
0.003540	-0.188482	0.946318	
0.003601	-0.188665	0.946440	
0.003601	-0.188665	0.946440	
0.003601	-0.188665	0.946440	
0.003479	-0.187750	0.946440	
0.003479	-0.187750	0.946440	
0.003479	-0.187750	0.946440	
0.003845	-0.187628	0.948088	
0.003845	-0.187628	0.948088	
0.003479	-0.188787	0.948393	
0.003479	-0.188787	0.948393	
0.003479	-0.188787	0.948393	
0.003906	-0.189215	0.948454	
0.003906	-0.189215	0.948454	
0.003906	-0.189215	0.948454	
0.003662	-0.188482	0.946135	
0.003662	-0.188482	0.946135	
0.003662	-0.188482	0.946135	
0.002991	-0.188787	0.947477	
0.002991	-0.188787	0.947477	
0.002991	-0.188787	0.947477	
0.003174	-0.188971	0.948332	
0.003174	-0.188971	0.948332	
0.002686	-0.188665	0.946745	
0.002686	-0.188665	0.946745	
0.002686	-0.188665	0.946745	
0.003052	-0.187689	0.947050	
0.003052	-0.187689	0.947050	
0.003052	-0.187689	0.947050	
0.003113	-0.187567	0.946867	
0.003113	-0.187567	0.946867	
0.003113	-0.187567	0.946867	
